,Dem12,Democratic,Oth12,Other,Population,Rep12,Republican,White
1,173498.0,186643.0,4147.0,14466.0,715468.0,157904.0,154346.0,551206.0
2,154893.0,152377.0,3782.0,11730.0,704466.0,130403.0,152196.0,530346.0
3,119877.0,111942.0,5094.0,14304.0,701683.0,178990.0,200059.0,612299.0
4,235515.0,243977.0,3225.0,10750.0,691988.0,115812.0,111755.0,446045.0
5,135596.0,129410.0,3743.0,11663.0,695727.0,179497.0,199985.0,637840.0
6,283826.0,292578.0,2764.0,7454.0,696213.0,33905.0,37040.0,236013.0
7,155601.0,132043.0,3899.0,9953.0,693210.0,127528.0,169306.0,608351.0
8,278412.0,276274.0,2341.0,8178.0,715789.0,66102.0,62379.0,298995.0
9,179953.0,181458.0,3765.0,11494.0,694683.0,147378.0,160051.0,566003.0
10,100705.0,83339.0,4667.0,10649.0,707872.0,160737.0,198746.0,653529.0
11,171615.0,181766.0,4447.0,15711.0,709771.0,179441.0,180571.0,600919.0
12,129959.0,127819.0,5204.0,14542.0,711689.0,175446.0,190020.0,593750.0
13,166042.0,159189.0,3795.0,11025.0,696784.0,164142.0,181510.0,589292.0
14,210905.0,223148.0,5291.0,15693.0,706446.0,149289.0,142083.0,577329.0
15,104405.0,84772.0,5039.0,11095.0,705480.0,182040.0,215045.0,674184.0
16,102739.0,95907.0,4909.0,11711.0,711740.0,193374.0,218299.0,654462.0
17,132843.0,131010.0,4748.0,14603.0,711466.0,181091.0,200019.0,599588.0
18,148045.0,120846.0,5087.0,13062.0,714454.0,153852.0,182088.0,647955.0
