,Dem12,Democratic,Oth12,Other,Population,Rep12,Republican,White
1,229451.0,245964.0,3319.0,11566.0,695280.0,128533.0,117062.0,459502.0
2,153870.0,151267.0,3749.0,11593.0,696487.0,129079.0,149488.0,524526.0
3,133102.0,126287.0,4824.0,13553.0,694079.0,150198.0,165675.0,541198.0
4,192611.0,199590.0,3964.0,12708.0,712665.0,160849.0,167506.0,590787.0
5,169358.0,161906.0,3944.0,11327.0,717919.0,165171.0,183139.0,606217.0
6,292281.0,302857.0,2900.0,7867.0,714576.0,37376.0,39658.0,256569.0
7,155815.0,132267.0,3877.0,9894.0,697491.0,127837.0,170152.0,609726.0
8,168133.0,174167.0,3800.0,13515.0,692172.0,156665.0,158532.0,551240.0
9,266640.0,259079.0,2129.0,6910.0,697214.0,51894.0,54088.0,273586.0
10,100861.0,84408.0,4728.0,10898.0,716491.0,166578.0,203835.0,662533.0
11,169534.0,180015.0,4528.0,16077.0,710355.0,182303.0,183968.0,609960.0
12,132731.0,126537.0,4716.0,13960.0,716924.0,174271.0,197974.0,603447.0
13,189578.0,200528.0,4912.0,14883.0,701273.0,165870.0,165272.0,583798.0
14,157468.0,152469.0,4155.0,12570.0,702230.0,164788.0,179211.0,635086.0
15,142529.0,115074.0,4999.0,12512.0,691007.0,147664.0,175477.0,629697.0
16,105678.0,97862.0,4987.0,11514.0,701679.0,188997.0,214526.0,642473.0
17,121668.0,118788.0,5549.0,15293.0,710564.0,189154.0,208550.0,613970.0
18,103121.0,85433.0,4867.0,11443.0,716523.0,189704.0,221385.0,683791.0
