,Dem12,Democratic,Oth12,Other,Population,Rep12,Republican,White
1,133740.0,125030.0,4431.0,12568.0,692547.0,157099.0,182086.0,570588.0
2,98913.0,81797.0,4744.0,11003.0,709267.0,169061.0,206430.0,668106.0
3,294189.0,301424.0,2845.0,7678.0,711180.0,34648.0,37867.0,243927.0
4,122374.0,118877.0,4560.0,13889.0,698351.0,174883.0,190632.0,584482.0
5,145359.0,121980.0,4844.0,13275.0,702451.0,160262.0,186315.0,639076.0
6,176093.0,187615.0,4392.0,15286.0,713274.0,172563.0,170952.0,588719.0
7,159543.0,137808.0,3939.0,10247.0,710464.0,128918.0,169518.0,613540.0
8,185175.0,193785.0,4017.0,13207.0,692195.0,163722.0,169615.0,585151.0
9,262261.0,253718.0,2122.0,6904.0,713203.0,58497.0,61974.0,291219.0
10,134309.0,132581.0,5925.0,16109.0,712323.0,176614.0,193134.0,585542.0
11,160901.0,175668.0,3860.0,14014.0,697166.0,167225.0,159930.0,570973.0
12,236342.0,244794.0,3315.0,10890.0,691738.0,113949.0,112363.0,444450.0
13,99241.0,79452.0,4941.0,10774.0,704307.0,181676.0,214614.0,675407.0
14,107636.0,99706.0,5053.0,11814.0,712220.0,189733.0,216331.0,652437.0
15,158951.0,155293.0,4230.0,12362.0,696161.0,157343.0,172223.0,618427.0
16,167695.0,160911.0,3959.0,11350.0,715070.0,167714.0,186245.0,606865.0
17,151568.0,147033.0,3840.0,11728.0,697131.0,132594.0,155740.0,534987.0
18,190139.0,197026.0,4930.0,14985.0,715881.0,170430.0,169529.0,604210.0
