,Dem12,Democratic,Oth12,Other,Population,Rep12,Republican,White
1,97336.0,77625.0,5097.0,10683.0,703813.0,177498.0,210389.0,672342.0
2,136990.0,127979.0,3892.0,11902.0,715643.0,183043.0,207255.0,662040.0
3,268187.0,275149.0,2527.0,7015.0,690927.0,35136.0,39198.0,235547.0
4,281630.0,290088.0,3181.0,11103.0,718349.0,102424.0,91097.0,408399.0
5,131308.0,130997.0,5894.0,16085.0,709830.0,177736.0,192226.0,586990.0
6,185467.0,184167.0,3426.0,10323.0,717458.0,127131.0,141264.0,531231.0
7,160070.0,139636.0,3696.0,9550.0,712251.0,123187.0,165016.0,601142.0
8,151498.0,146340.0,3999.0,12094.0,701233.0,135287.0,160069.0,546772.0
9,160742.0,177966.0,3977.0,14439.0,696253.0,177068.0,165763.0,587411.0
10,132322.0,132186.0,4644.0,14589.0,691501.0,177756.0,193610.0,575252.0
11,164969.0,177647.0,4360.0,15545.0,705696.0,184804.0,187533.0,609413.0
12,95020.0,81374.0,4623.0,11284.0,694523.0,194514.0,227159.0,648913.0
13,129145.0,112363.0,4581.0,12176.0,710462.0,150898.0,180083.0,585721.0
14,145495.0,119981.0,4786.0,12952.0,696158.0,152249.0,178608.0,631395.0
15,111242.0,99381.0,5188.0,11619.0,716085.0,170665.0,200065.0,665170.0
16,209874.0,221248.0,5215.0,15315.0,708478.0,149408.0,143287.0,578010.0
17,252220.0,252869.0,2974.0,9539.0,694894.0,89465.0,91081.0,363414.0
18,170914.0,167502.0,3887.0,11870.0,701375.0,168662.0,181795.0,588944.0
