,Dem12,Democratic,Oth12,Other,Population,Rep12,Republican,White
1,96154.0,77813.0,4840.0,10959.0,714003.0,182637.0,219238.0,683586.0
2,100415.0,85575.0,4862.0,11754.0,710121.0,200278.0,229577.0,661162.0
3,257381.0,255332.0,2985.0,9510.0,700962.0,87694.0,89944.0,360054.0
4,185945.0,187334.0,3807.0,11657.0,710685.0,146007.0,158409.0,569900.0
5,146498.0,135806.0,4693.0,13962.0,716717.0,166421.0,185470.0,592019.0
6,136736.0,138386.0,4669.0,14993.0,702570.0,179515.0,192941.0,575412.0
7,167489.0,189063.0,3931.0,14363.0,699788.0,175302.0,162469.0,579155.0
8,136322.0,127672.0,3494.0,10035.0,690997.0,124879.0,155274.0,519988.0
9,289066.0,291924.0,2574.0,9236.0,692290.0,77478.0,67364.0,317979.0
10,191082.0,201177.0,5026.0,15233.0,713350.0,163507.0,164399.0,586932.0
11,250550.0,261408.0,2711.0,7426.0,703466.0,43257.0,48488.0,283765.0
12,145445.0,118658.0,4929.0,12677.0,700804.0,149422.0,176721.0,635253.0
13,127948.0,127771.0,5709.0,15511.0,692738.0,170182.0,183515.0,569120.0
14,177188.0,174439.0,4163.0,12072.0,714761.0,168404.0,181329.0,600535.0
15,151399.0,142961.0,3978.0,12077.0,707340.0,172524.0,190620.0,651901.0
16,108107.0,97104.0,5059.0,10942.0,712469.0,163652.0,194130.0,657540.0
17,167487.0,179520.0,4355.0,15114.0,702962.0,169947.0,175099.0,590617.0
18,149217.0,122555.0,4162.0,10562.0,698906.0,135825.0,180511.0,643188.0
