,Dem12,Democratic,Oth12,Other,Population,Rep12,Republican,White
1,95959.0,81838.0,4658.0,11359.0,696612.0,196977.0,226697.0,649197.0
2,147666.0,140167.0,3918.0,11886.0,691250.0,168359.0,185019.0,638328.0
3,180868.0,181825.0,3719.0,11400.0,705618.0,144818.0,157519.0,565304.0
4,283722.0,289839.0,2747.0,9762.0,707339.0,83184.0,72382.0,340075.0
5,134337.0,121586.0,3878.0,10674.0,694016.0,138555.0,174629.0,572397.0
6,147930.0,140721.0,4212.0,13084.0,696646.0,147630.0,163393.0,537817.0
7,253993.0,265608.0,2858.0,7499.0,693456.0,40900.0,45504.0,280146.0
8,166889.0,178565.0,4205.0,14641.0,698304.0,165484.0,168294.0,567248.0
9,97771.0,78978.0,4879.0,10776.0,703787.0,177794.0,212941.0,671566.0
10,190592.0,200484.0,5048.0,15048.0,710616.0,162767.0,163940.0,584667.0
11,165466.0,184524.0,4011.0,14622.0,709285.0,177996.0,167602.0,594701.0
12,178727.0,175488.0,4082.0,12076.0,715600.0,167755.0,180504.0,598458.0
13,106575.0,96014.0,5069.0,11171.0,703629.0,163250.0,193859.0,653406.0
14,145933.0,119220.0,4919.0,12795.0,706401.0,151539.0,179382.0,641369.0
15,131165.0,130745.0,5921.0,16047.0,717961.0,179202.0,194454.0,593682.0
16,150939.0,124570.0,4318.0,10891.0,717833.0,141491.0,185597.0,658234.0
17,268216.0,265458.0,2801.0,9346.0,708356.0,88676.0,89354.0,350758.0
18,137681.0,138868.0,4704.0,15006.0,708220.0,180554.0,194428.0,580753.0
