,Dem12,Democratic,Oth12,Other,Population,Rep12,Republican,White
1,170839.0,167066.0,3894.0,11688.0,698279.0,165272.0,178588.0,585777.0
2,136359.0,127492.0,3855.0,11853.0,706168.0,181491.0,205222.0,652742.0
3,273615.0,280019.0,2564.0,7118.0,693125.0,35302.0,39072.0,238816.0
4,265458.0,279230.0,3330.0,11596.0,710049.0,110590.0,97317.0,437985.0
5,131308.0,130997.0,5894.0,16085.0,709830.0,177736.0,192226.0,586990.0
6,185467.0,184167.0,3426.0,10323.0,717458.0,127131.0,141264.0,531231.0
7,161805.0,140009.0,3860.0,10010.0,711612.0,126525.0,167998.0,613167.0
8,153761.0,148104.0,4070.0,12248.0,716157.0,139461.0,165329.0,560560.0
9,162808.0,174899.0,4314.0,15290.0,691140.0,183426.0,183752.0,599520.0
10,94490.0,80373.0,4619.0,11162.0,703817.0,195337.0,228558.0,658915.0
11,162903.0,180714.0,4023.0,14694.0,710809.0,178446.0,169544.0,597304.0
12,133483.0,133674.0,4685.0,14760.0,691682.0,178485.0,194244.0,574548.0
13,129145.0,112363.0,4581.0,12176.0,710462.0,150898.0,180083.0,585721.0
14,145495.0,119981.0,4786.0,12952.0,696158.0,152249.0,178608.0,631395.0
15,107094.0,97425.0,4964.0,11002.0,697591.0,163077.0,191195.0,636499.0
16,209874.0,221248.0,5215.0,15315.0,708478.0,149408.0,143287.0,578010.0
17,262964.0,258857.0,2788.0,8943.0,700996.0,81133.0,84987.0,330559.0
18,97561.0,77880.0,5079.0,10868.0,711118.0,180964.0,214224.0,678367.0
