,Dem12,Democratic,Oth12,Other,Population,Rep12,Republican,White
1,108230.0,101466.0,5101.0,11349.0,703183.0,165092.0,191180.0,644958.0
2,179370.0,176395.0,4012.0,12028.0,714479.0,168098.0,180527.0,591919.0
3,259460.0,256187.0,2867.0,9380.0,699622.0,89654.0,92063.0,359868.0
4,291987.0,293679.0,2655.0,9190.0,697531.0,77848.0,68835.0,323273.0
5,167280.0,179821.0,4083.0,14412.0,703439.0,161145.0,164434.0,559995.0
6,129620.0,129277.0,5786.0,15720.0,699328.0,173474.0,187738.0,576072.0
7,167878.0,189289.0,3963.0,14462.0,700847.0,175484.0,162783.0,580988.0
8,96131.0,82994.0,4607.0,11558.0,699851.0,198815.0,227027.0,651821.0
9,179504.0,180742.0,3688.0,11432.0,695162.0,144435.0,156572.0,560664.0
10,187594.0,198000.0,5111.0,15092.0,705059.0,161795.0,162678.0,587261.0
11,249399.0,262739.0,2847.0,7631.0,716127.0,43945.0,48830.0,289348.0
12,145445.0,118658.0,4929.0,12677.0,700804.0,149422.0,176721.0,635253.0
13,98278.0,78861.0,4893.0,10977.0,698065.0,177757.0,214069.0,669325.0
14,139868.0,128120.0,4541.0,13455.0,702836.0,162139.0,181216.0,580527.0
15,152382.0,143728.0,4043.0,12181.0,718286.0,174986.0,193676.0,662663.0
16,151301.0,124136.0,4208.0,10685.0,711781.0,138165.0,183780.0,655398.0
17,144542.0,136704.0,3908.0,11340.0,705852.0,135761.0,166509.0,561123.0
18,136160.0,133702.0,4705.0,14514.0,712677.0,178916.0,196860.0,587650.0
