,Democratic,Other,Population,Republican,White
1,163294,13379,703241,117809,350733
2,75000,9901,695173,207256,549856
3,131654,8996,702247,158394,421758
4,58090,9415,682661,223282,536793
5,96921,4171,682063,144320,368370
6,137172,16781,684364,190557,471658
7,88669,9196,693074,209261,502051
8,124914,7344,703050,154148,403213
9,76537,5173,678309,165828,439238
10,210717,9977,679938,72695,238622
11,130464,6410,698186,134659,354212
12,204441,6196,687480,84240,204704
13,119330,10888,694023,176660,399540
14,260462,7514,703844,50405,173172
