,Democratic,Other,Population,Republican,White
1,110211,6363,681700,147681,382833
2,61715,9235,705371,232779,559449
3,129385,6117,693234,130582,344625
4,208996,7548,683655,83585,205424
5,176493,15003,694508,120893,378627
6,257475,8225,703089,33281,161240
7,53081,7324,690273,185137,542364
8,118585,8610,697208,180392,448856
9,98264,4320,703609,151628,387739
10,129382,15492,682013,183659,441465
11,144075,8111,696212,166140,384666
12,109841,7532,695205,155030,422159
13,123933,13289,678937,176269,405128
14,156229,8172,682639,142458,349345
