,Democratic,Other,Population,Republican,White
1,212935,9493,698591,83266,241821
2,254419,10107,699075,41053,215654
3,112202,8204,685612,175233,448749
4,116147,12622,685049,190548,437399
5,127933,6503,700826,140314,363641
6,61582,10751,697941,246868,564152
7,72516,4646,680341,160092,432746
8,139722,7916,679491,131821,356234
9,112849,9098,703830,188444,460693
10,182716,6498,692799,115458,279722
11,96806,4158,680565,144069,367498
12,178771,9458,696831,87872,232743
13,56629,8948,681417,199720,547166
14,152438,16939,705285,184756,465702
