,Democratic,Other,Population,Republican,White
1,112220,8463,699026,177812,443190
2,63183,9365,700234,231337,560114
3,130280,5927,701935,135416,351706
4,127730,11609,688148,149918,349630
5,213754,8521,680971,76273,212311
6,61490,7936,687797,190588,536977
7,128938,15113,693665,183571,443259
8,114919,6460,699295,150658,387021
9,90751,4263,678469,149452,384827
10,161165,8768,702221,134070,361085
11,173608,16545,683520,147803,441098
12,109841,7532,695205,155030,422159
13,163821,8245,692873,154357,346359
14,225965,6594,684294,53229,174184
