,Democratic,Other,Population,Republican,White
1,248166,6060,683482,28250,111179
2,129497,13095,697157,174803,398812
3,110542,7666,691274,152480,417518
4,62447,9205,689146,228063,550425
5,217316,8911,685406,77937,217020
6,175865,15352,682494,124460,398272
7,166152,6895,680959,130905,314635
8,122783,5604,704502,138553,363985
9,128642,9312,703834,169926,415958
10,58542,8051,702316,198261,557331
11,133075,15802,679814,184750,451764
12,123735,9314,681755,167502,411165
13,97375,4339,704198,154362,392583
14,103528,5735,701316,159262,413273
