,Democratic,Other,Population,Republican,White
1,104447,15135,684589,226083,501135
2,209577,9252,679095,90179,256660
3,100335,4333,704013,149937,381242
4,166753,6459,690979,118242,288338
5,94516,9718,680279,207341,493331
6,272402,6579,697351,30981,114919
7,124948,6098,683278,138101,364389
8,89842,4690,697904,164045,418079
9,75648,9989,697910,218018,516277
10,133376,8965,694601,156924,409415
11,162287,13103,693058,105733,327404
12,55654,8272,687445,194255,546976
13,171736,14591,691693,138583,376971
14,116144,8157,705458,151092,418784
