,Dem12,Democratic,Oth12,Other,Population,Rep12,Republican,White
1,96154.0,77813.0,4840.0,10959.0,714003.0,182637.0,219238.0,683586.0
2,99269.0,85106.0,4791.0,11665.0,703537.0,195269.0,225850.0,654640.0
3,184279.0,186032.0,3783.0,11621.0,708082.0,145778.0,158130.0,566755.0
4,240841.0,253657.0,2719.0,7319.0,702135.0,42443.0,47599.0,281634.0
5,136561.0,124152.0,3893.0,10624.0,694439.0,136881.0,171652.0,567247.0
6,107879.0,96230.0,5088.0,11013.0,712717.0,167429.0,197853.0,662023.0
7,258101.0,253945.0,2784.0,9195.0,691811.0,89487.0,92363.0,348778.0
8,167258.0,178592.0,4267.0,14974.0,709835.0,170122.0,174476.0,583164.0
9,146088.0,139494.0,4211.0,13130.0,695793.0,149831.0,165383.0,541240.0
10,179361.0,187989.0,4896.0,15382.0,709223.0,171981.0,174003.0,601395.0
11,295413.0,297705.0,2744.0,9501.0,694250.0,78061.0,67777.0,325917.0
12,186557.0,185402.0,4208.0,11561.0,700631.0,154943.0,165432.0,567760.0
13,130664.0,130315.0,5885.0,15947.0,711859.0,176287.0,190815.0,587108.0
14,145933.0,119220.0,4919.0,12795.0,706401.0,151539.0,179382.0,641369.0
15,151399.0,142961.0,3978.0,12077.0,707340.0,172524.0,190620.0,651901.0
16,150939.0,124570.0,4318.0,10891.0,717833.0,141491.0,185597.0,658234.0
17,172029.0,193970.0,4000.0,14599.0,710056.0,173153.0,159357.0,587445.0
18,135704.0,137345.0,4623.0,14830.0,694984.0,177075.0,189971.0,567910.0
