,Democratic,Other,Population,Republican,White
1,143402,14967,684316,163242,425740
2,249950,6051,691704,25073,103540
3,100335,4333,704013,149937,381242
4,58962,8391,678596,199285,544905
5,133854,9101,702838,159694,416478
6,184585,6679,680466,117249,282450
7,114931,6389,704501,152121,391591
8,56702,9626,688441,238099,552085
9,124453,11932,702440,152580,350345
10,102779,4619,691401,150754,391802
11,215948,9748,687141,90852,261888
12,113733,9345,689964,184613,450773
13,163683,16046,678252,150681,432717
14,114348,8114,703580,155334,428364
