,Democratic,Other,Population,Republican,White
1,235283,13067,686679,72332,300353
2,106802,4935,702831,146155,390872
3,59373,10434,684180,240559,552590
4,170767,8535,681875,135280,316003
5,124757,6232,680058,133492,349647
6,132124,11483,701458,137160,328911
7,115489,8836,683816,176339,447853
8,109031,7372,682879,149048,410461
9,88371,8957,694474,207119,501595
10,60080,9291,704677,204870,561167
11,98525,4201,689560,145926,371803
12,204441,6196,687480,84240,204704
13,220184,8863,702401,72238,212259
14,152438,16939,705285,184756,465702
